,yea,nay,bill,no. yea
4399,"['Bailey', 'Becker', 'Billig', 'Braun', 'Brown', 'Carlyle', 'Cleveland', 'Conway', 'Darneille', 'Das', 'Dhingra', 'Ericksen', 'Fortunato', 'Frockt', 'Hasegawa', 'Hawkins', 'Hobbs', 'Holy', 'Honeyford', 'Hunt', 'Keiser', 'King', 'Kuderer', 'Liias', 'Lovelett', 'McCoy', 'Mullet', 'Nguyen', ""O'Ban"", 'Palumbo', 'Pedersen', 'Randall', 'Rivers', 'Rolfes', 'Saldaña', 'Salomon', 'Schoesler', 'Sheldon', 'Short', 'Takko', 'Van De Wege', 'Wagoner', 'Walsh', 'Warnick', 'Wellman', 'Wilson', 'C.', 'Wilson', 'L.', 'Zeiger']",['Padden'],['SSB 5399'],50
4418,"['Bailey', 'Becker', 'Billig', 'Carlyle', 'Cleveland', 'Conway', 'Darneille', 'Das', 'Dhingra', 'Fortunato', 'Frockt', 'Hasegawa', 'Hawkins', 'Hobbs', 'Holy', 'Hunt', 'Keiser', 'King', 'Kuderer', 'Liias', 'Lovelett', 'McCoy', 'Mullet', 'Nguyen', ""O'Ban"", 'Palumbo', 'Pedersen', 'Randall', 'Rolfes', 'Saldaña', 'Sheldon', 'Takko', 'Van De Wege', 'Wagoner', 'Walsh', 'Warnick', 'Wellman', 'Wilson', 'C.', 'Wilson', 'L.', 'Zeiger']","['Braun', 'Brown', 'Honeyford', 'Padden', 'Rivers', 'Schoesler', 'Short']",['ESSB 5418'],42
4433,"['Billig', 'Carlyle', 'Cleveland', 'Conway', 'Darneille', 'Das', 'Dhingra', 'Frockt', 'Hasegawa', 'Hawkins', 'Hobbs', 'Holy', 'Hunt', 'Keiser', 'Kuderer', 'Liias', 'Lovelett', 'McCoy', 'Mullet', 'Nguyen', 'Palumbo', 'Pedersen', 'Randall', 'Rolfes', 'Saldaña', 'Salomon', 'Sheldon', 'Takko', 'Van De Wege', 'Wellman', 'Wilson', 'C.', 'Zeiger']","['Becker', 'Braun', 'Brown', 'Ericksen', 'Fortunato', 'Honeyford', 'King', 'Padden', 'Schoesler', 'Short']",['2SSB 5433'],33
4434,"['Billig', 'Carlyle', 'Cleveland', 'Conway', 'Darneille', 'Das', 'Dhingra', 'Frockt', 'Hasegawa', 'Hobbs', 'Hunt', 'Keiser', 'Kuderer', 'Liias', 'Lovelett', 'McCoy', 'Mullet', 'Nguyen', 'Pedersen', 'Randall', 'Rolfes', 'Saldaña', 'Salomon', 'Stanford', 'Takko', 'Wellman', 'Wilson', 'C.']","['Becker', 'Braun', 'Brown', 'Fortunato', 'Hawkins', 'Holy', 'Honeyford', 'King', 'Muzzall', ""O'Ban"", 'Padden', 'Rivers', 'Schoesler', 'Sheldon', 'Short', 'Van De Wege', 'Wagoner', 'Walsh', 'Warnick', 'Wilson', 'L.', 'Zeiger']",['ESSB 5434'],28
4437,"['Bailey', 'Becker', 'Billig', 'Braun', 'Brown', 'Carlyle', 'Cleveland', 'Conway', 'Darneille', 'Das', 'Dhingra', 'Ericksen', 'Fortunato', 'Frockt', 'Hasegawa', 'Hawkins', 'Hobbs', 'Holy', 'Honeyford', 'Hunt', 'Keiser', 'King', 'Kuderer', 'Liias', 'Lovelett', 'McCoy', 'Mullet', 'Nguyen', ""O'Ban"", 'Palumbo', 'Pedersen', 'Randall', 'Rolfes', 'Saldaña', 'Salomon', 'Schoesler', 'Sheldon', 'Short', 'Takko', 'Van De Wege', 'Wagoner', 'Wellman', 'Wilson', 'C.', 'Wilson', 'L.', 'Zeiger']","['Padden', 'Warnick']",['2SSB 5437'],47
4438,"['Bailey', 'Becker', 'Braun', 'Brown', 'Ericksen', 'Fortunato', 'Hawkins', 'Holy', 'Honeyford', 'King', ""O'Ban"", 'Padden', 'Rivers', 'Schoesler', 'Short', 'Wagoner', 'Warnick', 'Wilson', 'L.', 'Zeiger']","['Billig', 'Carlyle', 'Cleveland', 'Conway', 'Darneille', 'Das', 'Dhingra', 'Frockt', 'Hasegawa', 'Hobbs', 'Hunt', 'Keiser', 'Kuderer', 'Liias', 'Lovelett', 'McCoy', 'Mullet', 'Nguyen', 'Palumbo', 'Pedersen', 'Randall', 'Rolfes', 'Saldaña', 'Salomon', 'Takko', 'Van De Wege', 'Wellman', 'Wilson', 'C.']",['E2SSB 5438'],20
4443,"['Bailey', 'Becker', 'Billig', 'Braun', 'Brown', 'Cleveland', 'Conway', 'Darneille', 'Das', 'Dhingra', 'Ericksen', 'Fortunato', 'Frockt', 'Hawkins', 'Hobbs', 'Holy', 'Honeyford', 'Hunt', 'Keiser', 'King', 'Lovelett', 'McCoy', 'Mullet', 'Nguyen', ""O'Ban"", 'Padden', 'Palumbo', 'Pedersen', 'Randall', 'Rivers', 'Rolfes', 'Saldaña', 'Salomon', 'Schoesler', 'Sheldon', 'Short', 'Takko', 'Van De Wege', 'Wagoner', 'Walsh', 'Warnick', 'Wellman', 'Wilson', 'C.', 'Zeiger']","['Carlyle', 'Hasegawa', 'Kuderer', 'Liias']",['SSB 5443'],45
4457,"['Billig', 'Carlyle', 'Cleveland', 'Conway', 'Darneille', 'Das', 'Dhingra', 'Frockt', 'Hasegawa', 'Hobbs', 'Holy', 'Hunt', 'Keiser', 'King', 'Kuderer', 'Liias', 'Lovelett', 'Mullet', 'Nguyen', ""O'Ban"", 'Pedersen', 'Randall', 'Rolfes', 'Saldaña', 'Salomon', 'Stanford', 'Takko', 'Van De Wege', 'Wellman', 'Wilson', 'C.', 'Zeiger']","['Becker', 'Braun', 'Brown', 'Ericksen', 'Fortunato', 'Hawkins', 'Honeyford', 'Muzzall', 'Padden', 'Rivers', 'Schoesler', 'Sheldon', 'Short', 'Wagoner', 'Warnick', 'Wilson', 'L.']",['ESB 5457'],32
4467,"['Bailey', 'Becker', 'Billig', 'Braun', 'Brown', 'Carlyle', 'Cleveland', 'Conway', 'Darneille', 'Das', 'Dhingra', 'Ericksen', 'Fortunato', 'Frockt', 'Hawkins', 'Hobbs', 'Holy', 'Honeyford', 'Hunt', 'Keiser', 'King', 'Kuderer', 'Liias', 'Lovelett', 'McCoy', 'Mullet', 'Nguyen', ""O'Ban"", 'Padden', 'Palumbo', 'Pedersen', 'Randall', 'Rivers', 'Rolfes', 'Saldaña', 'Salomon', 'Schoesler', 'Sheldon', 'Short', 'Takko', 'Van De Wege', 'Wagoner', 'Walsh', 'Warnick', 'Wellman', 'Wilson', 'C.', 'Wilson', 'L.', 'Zeiger']",['Hasegawa'],['SB 5467'],50
4473,"['Billig', 'Carlyle', 'Cleveland', 'Conway', 'Darneille', 'Das', 'Dhingra', 'Frockt', 'Hasegawa', 'Hobbs', 'Holy', 'Hunt', 'Keiser', 'Kuderer', 'Liias', 'Lovelett', 'McCoy', 'Mullet', 'Nguyen', ""O'Ban"", 'Pedersen', 'Randall', 'Rolfes', 'Saldaña', 'Salomon', 'Sheldon', 'Short', 'Stanford', 'Takko', 'Van De Wege', 'Wellman', 'Wilson', 'C.']","['Becker', 'Braun', 'Brown', 'Ericksen', 'Fortunato', 'Hawkins', 'Honeyford', 'King', 'Muzzall', 'Padden', 'Rivers', 'Schoesler', 'Wagoner', 'Walsh', 'Warnick', 'Wilson', 'L.', 'Zeiger']",['ESSB 5473'],33
4474,"['Bailey', 'Billig', 'Braun', 'Brown', 'Carlyle', 'Cleveland', 'Darneille', 'Das', 'Dhingra', 'Ericksen', 'Fortunato', 'Frockt', 'Hawkins', 'Hobbs', 'Holy', 'Honeyford', 'Hunt', 'Keiser', 'King', 'Kuderer', 'Liias', 'Lovelett', 'McCoy', 'Mullet', 'Nguyen', ""O'Ban"", 'Padden', 'Palumbo', 'Pedersen', 'Randall', 'Rivers', 'Rolfes', 'Saldaña', 'Salomon', 'Schoesler', 'Sheldon', 'Short', 'Takko', 'Van De Wege', 'Wagoner', 'Walsh', 'Warnick', 'Wellman', 'Wilson', 'C.', 'Wilson', 'L.', 'Zeiger']",['Hasegawa'],['SSB 5474'],48
4478,"['Billig', 'Carlyle', 'Cleveland', 'Conway', 'Darneille', 'Das', 'Dhingra', 'Fortunato', 'Frockt', 'Hasegawa', 'Hobbs', 'Hunt', 'Keiser', 'King', 'Kuderer', 'Liias', 'Lovelett', 'McCoy', 'Mullet', 'Nguyen', 'Palumbo', 'Pedersen', 'Randall', 'Rolfes', 'Saldaña', 'Salomon', 'Takko', 'Van De Wege', 'Wellman', 'Wilson', 'C.']","['Bailey', 'Braun', 'Brown', 'Ericksen', 'Hawkins', 'Holy', 'Honeyford', ""O'Ban"", 'Padden', 'Rivers', 'Schoesler', 'Sheldon', 'Short', 'Wagoner', 'Walsh', 'Warnick', 'Wilson', 'L.', 'Zeiger']",['ESSB 5478'],31
4485,"['Bailey', 'Billig', 'Carlyle', 'Cleveland', 'Conway', 'Darneille', 'Das', 'Dhingra', 'Fortunato', 'Frockt', 'Hasegawa', 'Hobbs', 'Hunt', 'Keiser', 'Kuderer', 'Liias', 'Lovelett', 'McCoy', 'Mullet', ""O'Ban"", 'Palumbo', 'Pedersen', 'Rolfes', 'Saldaña', 'Salomon', 'Takko', 'Van De Wege', 'Wagoner', 'Wellman', 'Wilson', 'C.']","['Becker', 'Braun', 'Brown', 'Ericksen', 'Hawkins', 'Holy', 'Honeyford', 'King', 'Padden', 'Rivers', 'Schoesler', 'Short', 'Warnick', 'Wilson', 'L.', 'Zeiger']",['ESSB 5485'],31
4488,"['Bailey', 'Billig', 'Braun', 'Carlyle', 'Cleveland', 'Conway', 'Darneille', 'Das', 'Dhingra', 'Frockt', 'Hasegawa', 'Hobbs', 'Hunt', 'Keiser', 'King', 'Kuderer', 'Liias', 'Lovelett', 'McCoy', 'Mullet', 'Nguyen', ""O'Ban"", 'Palumbo', 'Pedersen', 'Randall', 'Rivers', 'Rolfes', 'Saldaña', 'Salomon', 'Sheldon', 'Takko', 'Van De Wege', 'Walsh', 'Warnick', 'Wellman', 'Wilson', 'C.', 'Zeiger']","['Becker', 'Brown', 'Ericksen', 'Fortunato', 'Hawkins', 'Holy', 'Honeyford', 'Padden', 'Schoesler', 'Short', 'Wilson', 'L.']",['SSB 5488'],38
4489,"['Billig', 'Carlyle', 'Cleveland', 'Conway', 'Darneille', 'Das', 'Dhingra', 'Frockt', 'Hasegawa', 'Hobbs', 'Hunt', 'Keiser', 'Kuderer', 'Liias', 'Lovelett', 'McCoy', 'Mullet', 'Nguyen', 'Palumbo', 'Pedersen', 'Randall', 'Rolfes', 'Saldaña', 'Salomon', 'Takko', 'Wellman', 'Wilson', 'C.']","['Bailey', 'Becker', 'Braun', 'Brown', 'Ericksen', 'Fortunato', 'Hawkins', 'Holy', 'Honeyford', 'King', ""O'Ban"", 'Padden', 'Rivers', 'Schoesler', 'Sheldon', 'Short', 'Van De Wege', 'Wagoner', 'Walsh', 'Warnick', 'Zeiger']",['2SSB 5489'],28
4490,"['Bailey', 'Becker', 'Billig', 'Braun', 'Brown', 'Carlyle', 'Cleveland', 'Conway', 'Darneille', 'Das', 'Dhingra', 'Ericksen', 'Fortunato', 'Frockt', 'Hawkins', 'Hobbs', 'Holy', 'Honeyford', 'Hunt', 'Keiser', 'King', 'Kuderer', 'Liias', 'Lovelett', 'McCoy', 'Mullet', 'Nguyen', ""O'Ban"", 'Padden', 'Palumbo', 'Pedersen', 'Randall', 'Rivers', 'Rolfes', 'Saldaña', 'Salomon', 'Schoesler', 'Sheldon', 'Short', 'Van De Wege', 'Walsh', 'Warnick', 'Wellman', 'Wilson', 'C.', 'Wilson', 'L.', 'Zeiger']",['Hasegawa'],['SB 5490'],48
4493,"['Becker', 'Billig', 'Braun', 'Brown', 'Carlyle', 'Cleveland', 'Conway', 'Darneille', 'Das', 'Dhingra', 'Frockt', 'Hasegawa', 'Hawkins', 'Hobbs', 'Holy', 'Honeyford', 'Hunt', 'Keiser', 'King', 'Kuderer', 'Liias', 'Lovelett', 'McCoy', 'Mullet', 'Muzzall', 'Nguyen', ""O'Ban"", 'Pedersen', 'Randall', 'Rivers', 'Rolfes', 'Saldaña', 'Salomon', 'Schoesler', 'Sheldon', 'Short', 'Stanford', 'Takko', 'Van De Wege', 'Wagoner', 'Walsh', 'Warnick', 'Wellman', 'Wilson', 'C.', 'Wilson', 'L.', 'Zeiger']","['Ericksen', 'Padden']",['2SSB 5493'],48
4496,"['Bailey', 'Becker', 'Billig', 'Braun', 'Brown', 'Cleveland', 'Conway', 'Darneille', 'Das', 'Dhingra', 'Fortunato', 'Frockt', 'Hasegawa', 'Hawkins', 'Hobbs', 'Holy', 'Hunt', 'Keiser', 'King', 'Kuderer', 'Liias', 'Lovelett', 'McCoy', 'Mullet', 'Nguyen', ""O'Ban"", 'Palumbo', 'Pedersen', 'Randall', 'Rivers', 'Rolfes', 'Saldaña', 'Salomon', 'Schoesler', 'Sheldon', 'Takko', 'Van De Wege', 'Wagoner', 'Walsh', 'Warnick', 'Wellman', 'Wilson', 'C.', 'Wilson', 'L.', 'Zeiger']","['Ericksen', 'Honeyford', 'Padden', 'Short']",['ESB 5496'],46
4497,"['Billig', 'Carlyle', 'Cleveland', 'Conway', 'Darneille', 'Das', 'Dhingra', 'Frockt', 'Hasegawa', 'Hobbs', 'Hunt', 'Keiser', 'Kuderer', 'Liias', 'Lovelett', 'McCoy', 'Mullet', 'Nguyen', 'Palumbo', 'Pedersen', 'Randall', 'Rolfes', 'Saldaña', 'Salomon', 'Van De Wege', 'Wellman', 'Wilson', 'C.']","['Bailey', 'Becker', 'Braun', 'Brown', 'Ericksen', 'Fortunato', 'Hawkins', 'Holy', 'Honeyford', 'King', ""O'Ban"", 'Padden', 'Rivers', 'Schoesler', 'Sheldon', 'Short', 'Wagoner', 'Walsh', 'Warnick', 'Wilson', 'L.', 'Zeiger']",['E2SSB 5497'],28
4505,"['Bailey', 'Becker', 'Billig', 'Braun', 'Brown', 'Carlyle', 'Cleveland', 'Darneille', 'Das', 'Dhingra', 'Ericksen', 'Fortunato', 'Frockt', 'Hasegawa', 'Hawkins', 'Hobbs', 'Holy', 'Honeyford', 'Hunt', 'Keiser', 'King', 'Kuderer', 'Liias', 'McCoy', 'Mullet', 'Nguyen', ""O'Ban"", 'Padden', 'Palumbo', 'Pedersen', 'Randall', 'Rolfes', 'Saldaña', 'Salomon', 'Schoesler', 'Sheldon', 'Short', 'Takko', 'Van De Wege', 'Wagoner', 'Walsh', 'Warnick', 'Wellman', 'Wilson', 'C.', 'Zeiger']","['Lovelett', 'Rivers']",['SB 5505'],46
4506,"['Bailey', 'Becker', 'Billig', 'Braun', 'Brown', 'Carlyle', 'Cleveland', 'Conway', 'Darneille', 'Dhingra', 'Ericksen', 'Fortunato', 'Frockt', 'Hasegawa', 'Hawkins', 'Hobbs', 'Holy', 'Honeyford', 'Hunt', 'Keiser', 'King', 'Kuderer', 'Liias', 'McCoy', 'Mullet', ""O'Ban"", 'Padden', 'Pedersen', 'Rivers', 'Rolfes', 'Saldaña', 'Salomon', 'Schoesler', 'Sheldon', 'Short', 'Van De Wege', 'Wagoner', 'Walsh', 'Warnick', 'Wilson', 'C.', 'Wilson', 'L.', 'Zeiger']","['Das', 'Lovelett', 'Nguyen', 'Palumbo', 'Randall', 'Wellman']",['SB 5506'],44
4522,"['Billig', 'Carlyle', 'Cleveland', 'Conway', 'Darneille', 'Das', 'Dhingra', 'Frockt', 'Hobbs', 'Hunt', 'Keiser', 'Kuderer', 'Liias', 'Lovelett', 'McCoy', 'Mullet', 'Nguyen', 'Pedersen', 'Saldaña', 'Salomon', 'Stanford', 'Takko', 'Van De Wege', 'Wellman', 'Wilson', 'C.']","['Becker', 'Braun', 'Brown', 'Hasegawa', 'Hawkins', 'Holy', 'Honeyford', 'King', 'Muzzall', ""O'Ban"", 'Padden', 'Randall', 'Rivers', 'Rolfes', 'Schoesler', 'Sheldon', 'Short', 'Wagoner', 'Walsh', 'Warnick', 'Wilson', 'L.', 'Zeiger']",['ESSB 5522'],26
4526,"['Billig', 'Carlyle', 'Cleveland', 'Conway', 'Darneille', 'Das', 'Dhingra', 'Frockt', 'Hasegawa', 'Hobbs', 'Hunt', 'Keiser', 'Kuderer', 'Liias', 'Lovelett', 'McCoy', 'Mullet', 'Nguyen', 'Palumbo', 'Pedersen', 'Randall', 'Rolfes', 'Saldaña', 'Takko', 'Van De Wege', 'Wellman', 'Wilson', 'C.']","['Bailey', 'Becker', 'Braun', 'Brown', 'Ericksen', 'Fortunato', 'Hawkins', 'Holy', 'Honeyford', 'King', ""O'Ban"", 'Padden', 'Rivers', 'Schoesler', 'Sheldon', 'Short', 'Wagoner', 'Walsh', 'Warnick', 'Wilson', 'L.', 'Zeiger']",['ESSB 5526'],28
4533,"['Becker', 'Billig', 'Braun', 'Brown', 'Carlyle', 'Cleveland', 'Conway', 'Darneille', 'Das', 'Dhingra', 'Ericksen', 'Frockt', 'Hasegawa', 'Hawkins', 'Hobbs', 'Holy', 'Honeyford', 'Hunt', 'Keiser', 'King', 'Kuderer', 'Liias', 'Lovelett', 'McCoy', 'Mullet', 'Muzzall', 'Nguyen', ""O'Ban"", 'Padden', 'Pedersen', 'Randall', 'Rivers', 'Rolfes', 'Saldaña', 'Salomon', 'Schoesler', 'Sheldon', 'Short', 'Stanford', 'Takko', 'Van De Wege', 'Walsh', 'Warnick', 'Wellman', 'Wilson', 'C.', 'Wilson', 'L.', 'Zeiger']",['Wagoner'],['4SSB 5533'],49
4549,"['Becker', 'Billig', 'Braun', 'Brown', 'Carlyle', 'Cleveland', 'Conway', 'Darneille', 'Das', 'Dhingra', 'Ericksen', 'Fortunato', 'Frockt', 'Hawkins', 'Hobbs', 'Holy', 'Honeyford', 'Hunt', 'Keiser', 'King', 'Kuderer', 'Liias', 'Lovelett', 'McCoy', 'Mullet', 'Muzzall', 'Nguyen', ""O'Ban"", 'Padden', 'Pedersen', 'Randall', 'Rivers', 'Rolfes', 'Saldaña', 'Salomon', 'Schoesler', 'Sheldon', 'Short', 'Stanford', 'Takko', 'Van De Wege', 'Wagoner', 'Walsh', 'Warnick', 'Wellman', 'Wilson', 'C.', 'Wilson', 'L.', 'Zeiger']",['Hasegawa'],['E2SSB 5549'],50
4550,"['Bailey', 'Becker', 'Billig', 'Braun', 'Brown', 'Carlyle', 'Cleveland', 'Conway', 'Darneille', 'Das', 'Dhingra', 'Fortunato', 'Frockt', 'Hasegawa', 'Hawkins', 'Hobbs', 'Holy', 'Honeyford', 'Hunt', 'Keiser', 'King', 'Kuderer', 'Liias', 'Lovelett', 'McCoy', 'Mullet', 'Nguyen', ""O'Ban"", 'Padden', 'Palumbo', 'Pedersen', 'Randall', 'Rolfes', 'Saldaña', 'Salomon', 'Schoesler', 'Sheldon', 'Short', 'Takko', 'Van De Wege', 'Warnick', 'Wellman', 'Wilson', 'C.', 'Wilson', 'L.', 'Zeiger']","['Ericksen', 'Wagoner']",['SSB 5550'],47
4566,"['Bailey', 'Becker', 'Billig', 'Braun', 'Brown', 'Carlyle', 'Cleveland', 'Darneille', 'Das', 'Dhingra', 'Ericksen', 'Fortunato', 'Frockt', 'Hawkins', 'Hobbs', 'Holy', 'Honeyford', 'Hunt', 'Keiser', 'King', 'Kuderer', 'Liias', 'Lovelett', 'McCoy', 'Mullet', 'Nguyen', ""O'Ban"", 'Padden', 'Palumbo', 'Pedersen', 'Randall', 'Rivers', 'Rolfes', 'Saldaña', 'Salomon', 'Schoesler', 'Short', 'Takko', 'Van De Wege', 'Wagoner', 'Walsh', 'Warnick', 'Wellman', 'Wilson', 'C.', 'Wilson', 'L.', 'Zeiger']",['Hasegawa'],['SB 5566'],48
4572,"['Becker', 'Billig', 'Brown', 'Carlyle', 'Cleveland', 'Conway', 'Darneille', 'Das', 'Dhingra', 'Frockt', 'Hasegawa', 'Hawkins', 'Hobbs', 'Holy', 'Honeyford', 'Hunt', 'Keiser', 'King', 'Kuderer', 'Liias', 'Lovelett', 'McCoy', 'Mullet', 'Muzzall', 'Nguyen', ""O'Ban"", 'Padden', 'Pedersen', 'Randall', 'Rivers', 'Rolfes', 'Saldaña', 'Salomon', 'Schoesler', 'Sheldon', 'Short', 'Stanford', 'Takko', 'Van De Wege', 'Wagoner', 'Warnick', 'Wellman', 'Wilson', 'C.', 'Wilson', 'L.', 'Zeiger']",['Ericksen'],['2SSB 5572'],47
4577,"['Becker', 'Billig', 'Braun', 'Brown', 'Carlyle', 'Cleveland', 'Conway', 'Darneille', 'Das', 'Dhingra', 'Fortunato', 'Frockt', 'Hasegawa', 'Hawkins', 'Hobbs', 'Holy', 'Hunt', 'Keiser', 'King', 'Kuderer', 'Liias', 'Lovelett', 'McCoy', 'Mullet', 'Nguyen', ""O'Ban"", 'Palumbo', 'Pedersen', 'Randall', 'Rivers', 'Rolfes', 'Saldaña', 'Salomon', 'Sheldon', 'Short', 'Takko', 'Van De Wege', 'Wagoner', 'Walsh', 'Warnick', 'Wellman', 'Wilson', 'C.', 'Wilson', 'L.', 'Zeiger']","['Bailey', 'Ericksen', 'Honeyford', 'Padden', 'Schoesler']",['2SSB 5577'],46
4579,"['Billig', 'Carlyle', 'Cleveland', 'Conway', 'Darneille', 'Das', 'Dhingra', 'Frockt', 'Hasegawa', 'Hunt', 'Keiser', 'Kuderer', 'Liias', 'Lovelett', 'McCoy', 'Mullet', 'Nguyen', 'Palumbo', 'Pedersen', 'Randall', 'Rolfes', 'Saldaña', 'Salomon', 'Takko', 'Van De Wege', 'Wellman', 'Wilson', 'C.']","['Bailey', 'Becker', 'Braun', 'Brown', 'Ericksen', 'Fortunato', 'Hawkins', 'Hobbs', 'Holy', 'Honeyford', 'King', ""O'Ban"", 'Padden', 'Rivers', 'Schoesler', 'Sheldon', 'Short', 'Wagoner', 'Walsh', 'Warnick', 'Wilson', 'L.', 'Zeiger']",['ESSB 5579'],28
4581,"['Bailey', 'Billig', 'Braun', 'Cleveland', 'Conway', 'Darneille', 'Das', 'Dhingra', 'Ericksen', 'Frockt', 'Hasegawa', 'Hobbs', 'Hunt', 'Keiser', 'King', 'Kuderer', 'Liias', 'Lovelett', 'McCoy', 'Mullet', 'Nguyen', 'Palumbo', 'Pedersen', 'Randall', 'Rivers', 'Rolfes', 'Saldaña', 'Salomon', 'Schoesler', 'Sheldon', 'Takko', 'Van De Wege', 'Wagoner', 'Walsh', 'Warnick', 'Wellman', 'Wilson', 'C.']","['Becker', 'Brown', 'Fortunato', 'Hawkins', 'Holy', 'Honeyford', ""O'Ban"", 'Padden', 'Short', 'Wilson', 'L.', 'Zeiger']",['SSB 5581'],38
4593,"['Bailey', 'Billig', 'Brown', 'Carlyle', 'Cleveland', 'Darneille', 'Das', 'Dhingra', 'Fortunato', 'Frockt', 'Hasegawa', 'Hawkins', 'Hobbs', 'Holy', 'Hunt', 'Keiser', 'King', 'Kuderer', 'Liias', 'Lovelett', 'McCoy', 'Mullet', 'Nguyen', ""O'Ban"", 'Palumbo', 'Pedersen', 'Randall', 'Rivers', 'Rolfes', 'Saldaña', 'Salomon', 'Schoesler', 'Sheldon', 'Takko', 'Van De Wege', 'Wagoner', 'Walsh', 'Warnick', 'Wellman', 'Wilson', 'C.', 'Wilson', 'L.', 'Zeiger']","['Braun', 'Ericksen', 'Honeyford', 'Padden', 'Short']",['SSB 5593'],44
4597,"['Bailey', 'Becker', 'Billig', 'Braun', 'Brown', 'Carlyle', 'Cleveland', 'Conway', 'Darneille', 'Das', 'Dhingra', 'Fortunato', 'Frockt', 'Hasegawa', 'Hawkins', 'Hobbs', 'Holy', 'Honeyford', 'Hunt', 'Keiser', 'King', 'Kuderer', 'Liias', 'Lovelett', 'McCoy', 'Mullet', 'Nguyen', ""O'Ban"", 'Padden', 'Palumbo', 'Pedersen', 'Randall', 'Rivers', 'Rolfes', 'Saldaña', 'Salomon', 'Schoesler', 'Sheldon', 'Short', 'Takko', 'Van De Wege', 'Wagoner', 'Walsh', 'Warnick', 'Wellman', 'Wilson', 'C.', 'Wilson', 'L.', 'Zeiger']",['Ericksen'],['SSB 5597'],50
4600,"['Billig', 'Braun', 'Cleveland', 'Conway', 'Darneille', 'Das', 'Dhingra', 'Frockt', 'Hasegawa', 'Honeyford', 'Hunt', 'Keiser', 'Kuderer', 'Liias', 'Lovelett', 'McCoy', 'Mullet', 'Nguyen', 'Palumbo', 'Pedersen', 'Randall', 'Rivers', 'Rolfes', 'Saldaña', 'Salomon', 'Takko', 'Van De Wege', 'Warnick', 'Wellman', 'Wilson', 'C.', 'Zeiger']","['Becker', 'Brown', 'Ericksen', 'Fortunato', 'Hawkins', 'Holy', 'King', ""O'Ban"", 'Padden', 'Schoesler', 'Sheldon', 'Short', 'Wagoner', 'Walsh', 'Wilson', 'L.']",['SB 5600'],32
4602,"['Billig', 'Carlyle', 'Cleveland', 'Conway', 'Darneille', 'Das', 'Dhingra', 'Frockt', 'Hasegawa', 'Hobbs', 'Hunt', 'Keiser', 'Kuderer', 'Liias', 'Lovelett', 'McCoy', 'Mullet', 'Nguyen', 'Palumbo', 'Pedersen', 'Randall', 'Rolfes', 'Saldaña', 'Salomon', 'Takko', 'Van De Wege', 'Walsh', 'Wellman', 'Wilson', 'C.']","['Bailey', 'Becker', 'Braun', 'Brown', 'Ericksen', 'Fortunato', 'Hawkins', 'Holy', 'Honeyford', 'King', ""O'Ban"", 'Padden', 'Rivers', 'Schoesler', 'Sheldon', 'Short', 'Wagoner', 'Warnick', 'Wilson', 'L.', 'Zeiger']",['2SSB 5602'],30
4604,"['Becker', 'Billig', 'Braun', 'Brown', 'Carlyle', 'Cleveland', 'Conway', 'Darneille', 'Das', 'Dhingra', 'Frockt', 'Hasegawa', 'Hawkins', 'Hobbs', 'Holy', 'Honeyford', 'Hunt', 'Keiser', 'King', 'Kuderer', 'Liias', 'Lovelett', 'McCoy', 'Mullet', 'Nguyen', ""O'Ban"", 'Palumbo', 'Pedersen', 'Randall', 'Rivers', 'Rolfes', 'Saldaña', 'Salomon', 'Sheldon', 'Takko', 'Van De Wege', 'Wagoner', 'Walsh', 'Warnick', 'Wellman', 'Wilson', 'C.', 'Wilson', 'L.', 'Zeiger']","['Bailey', 'Ericksen', 'Fortunato', 'Padden', 'Schoesler', 'Short']",['2SSB 5604'],45
4605,"['Billig', 'Carlyle', 'Cleveland', 'Conway', 'Darneille', 'Das', 'Dhingra', 'Frockt', 'Hasegawa', 'Hawkins', 'Hobbs', 'Hunt', 'Keiser', 'King', 'Kuderer', 'Liias', 'Lovelett', 'McCoy', 'Nguyen', 'Palumbo', 'Pedersen', 'Randall', 'Saldaña', 'Salomon', 'Takko', 'Van De Wege', 'Walsh', 'Wellman', 'Wilson', 'C.', 'Zeiger']","['Bailey', 'Becker', 'Braun', 'Brown', 'Ericksen', 'Fortunato', 'Holy', 'Honeyford', ""O'Ban"", 'Rivers', 'Schoesler', 'Short', 'Wagoner', 'Warnick', 'Wilson', 'L.']",['SB 5605'],31
4607,"['Billig', 'Braun', 'Carlyle', 'Cleveland', 'Conway', 'Darneille', 'Das', 'Dhingra', 'Frockt', 'Hasegawa', 'Hawkins', 'Hobbs', 'Hunt', 'Keiser', 'Kuderer', 'Liias', 'Lovelett', 'McCoy', 'Mullet', 'Nguyen', ""O'Ban"", 'Pedersen', 'Randall', 'Rolfes', 'Saldaña', 'Salomon', 'Sheldon', 'Stanford', 'Takko', 'Van De Wege', 'Walsh', 'Wellman', 'Wilson', 'C.', 'Zeiger']","['Becker', 'Brown', 'Ericksen', 'Holy', 'Honeyford', 'King', 'Muzzall', 'Padden', 'Rivers', 'Schoesler', 'Short', 'Wagoner', 'Warnick', 'Wilson', 'L.']",['2SSB 5607'],35
